time, gpu_id, gpu_load, gpu_free_mem, gpu_used_mem
1.4670898914337158,0,0.01,5851.0,157.0
1.6316688060760498,0,0.01,5809.0,199.0
1.7750074863433838,0,0.08,5545.0,463.0
1.9279108047485352,0,0.55,4087.0,1921.0
2.0785083770751953,0,0.81,4087.0,1921.0
2.2270278930664062,0,0.81,4085.0,1923.0
2.380554437637329,0,0.99,4079.0,1929.0
2.5343239307403564,0,0.98,4079.0,1929.0
2.697040319442749,0,0.99,4079.0,1929.0
2.849849224090576,0,0.98,4079.0,1929.0
3.0077035427093506,0,0.98,4079.0,1929.0
3.1603965759277344,0,0.99,4079.0,1929.0
3.310542106628418,0,0.99,4079.0,1929.0
3.457130193710327,0,0.99,4079.0,1929.0
3.6073875427246094,0,0.99,4079.0,1929.0
3.7619872093200684,0,0.99,4079.0,1929.0
3.9114937782287598,0,0.99,4079.0,1929.0
4.07659387588501,0,0.99,4079.0,1929.0
4.234994649887085,0,0.99,4079.0,1929.0
4.48661732673645,0,0.99,4079.0,1929.0
4.6807167530059814,0,0.98,4079.0,1929.0
4.84554648399353,0,0.98,4079.0,1929.0
4.994950771331787,0,0.99,4079.0,1929.0
5.14408802986145,0,0.98,4079.0,1929.0
5.305276870727539,0,0.21,4079.0,1929.0
5.454005241394043,0,0.0,4079.0,1929.0
5.603267669677734,0,0.0,4079.0,1929.0
5.757814407348633,0,0.0,4079.0,1929.0
5.903897523880005,0,0.0,4079.0,1929.0
6.0544304847717285,0,0.0,4079.0,1929.0
6.207742929458618,0,0.0,4079.0,1929.0
6.360612630844116,0,0.0,4079.0,1929.0
6.51129674911499,0,0.0,4079.0,1929.0
6.660893440246582,0,0.0,4079.0,1929.0
6.816410303115845,0,0.0,4079.0,1929.0
6.964741230010986,0,0.0,4079.0,1929.0
7.117818355560303,0,0.0,4079.0,1929.0
7.27286171913147,0,0.0,4079.0,1929.0
7.42097806930542,0,0.0,4079.0,1929.0
7.572455644607544,0,0.0,4079.0,1929.0
7.725502014160156,0,0.0,4079.0,1929.0
7.870704889297485,0,0.0,4079.0,1929.0
8.021991491317749,0,0.0,4079.0,1929.0
8.178143978118896,0,0.0,4079.0,1929.0
8.327353239059448,0,0.0,4079.0,1929.0
8.481873989105225,0,0.0,4079.0,1929.0
8.635982513427734,0,0.0,4079.0,1929.0
8.784498691558838,0,0.0,4079.0,1929.0
8.932340621948242,0,0.0,4079.0,1929.0
9.087817430496216,0,0.0,4079.0,1929.0
9.237067699432373,0,0.0,4079.0,1929.0
9.391945838928223,0,0.0,4079.0,1929.0
9.549712896347046,0,0.0,4079.0,1929.0
9.698350667953491,0,0.0,4079.0,1929.0
9.850281238555908,0,0.0,4079.0,1929.0
10.005343437194824,0,0.0,4079.0,1929.0
10.155157804489136,0,0.0,4079.0,1929.0
10.305567264556885,0,0.0,4079.0,1929.0
10.458909749984741,0,0.0,4079.0,1929.0
10.608224391937256,0,0.0,4079.0,1929.0
10.759869813919067,0,0.0,4079.0,1929.0
10.900190353393555,0,0.0,4079.0,1929.0
11.054076671600342,0,0.0,4079.0,1929.0
11.202797412872314,0,0.0,4079.0,1929.0
11.349389791488647,0,0.0,4079.0,1929.0
11.513865232467651,0,0.0,4079.0,1929.0
11.704482316970825,0,0.0,4079.0,1929.0
11.852459907531738,0,0.0,4079.0,1929.0
12.001637935638428,0,0.0,4079.0,1929.0
12.150302410125732,0,0.0,4079.0,1929.0
12.30191445350647,0,0.0,4079.0,1929.0
12.447560787200928,0,0.0,4079.0,1929.0
12.602980375289917,0,0.0,4079.0,1929.0
12.750479936599731,0,0.0,4079.0,1929.0
12.9090895652771,0,0.0,4079.0,1929.0
13.064718961715698,0,0.0,4079.0,1929.0
13.214250087738037,0,0.0,4079.0,1929.0
13.364560604095459,0,0.0,4079.0,1929.0
13.518471956253052,0,0.0,4079.0,1929.0
13.66420841217041,0,0.0,4079.0,1929.0
13.814310789108276,0,0.0,4079.0,1929.0
13.972547769546509,0,0.0,4079.0,1929.0
14.12330150604248,0,0.0,4079.0,1929.0
14.2737295627594,0,0.0,4079.0,1929.0
14.429239749908447,0,0.0,4079.0,1929.0
14.57890272140503,0,0.0,4079.0,1929.0
14.730473041534424,0,0.0,4079.0,1929.0
14.88613748550415,0,0.0,4079.0,1929.0
15.03865909576416,0,0.0,4079.0,1929.0
15.191730499267578,0,0.0,4079.0,1929.0
