time, gpu_id, gpu_load, gpu_free_mem, gpu_used_mem
1.4690806865692139,0,0.01,5851.0,157.0
1.6657450199127197,0,0.0,5851.0,157.0
1.8230533599853516,0,0.12,5503.0,505.0
1.9796459674835205,0,0.53,5367.0,641.0
2.1283183097839355,0,0.0,5367.0,641.0
2.273527145385742,0,0.0,5367.0,641.0
2.424835443496704,0,0.0,5367.0,641.0
2.5798826217651367,0,0.0,5367.0,641.0
2.7439186573028564,0,0.0,5367.0,641.0
2.8966028690338135,0,0.0,5367.0,641.0
3.050433397293091,0,0.0,5367.0,641.0
3.2003462314605713,0,0.0,5367.0,641.0
3.3506181240081787,0,0.0,5367.0,641.0
3.5061533451080322,0,0.0,5367.0,641.0
3.6550779342651367,0,0.0,5367.0,641.0
3.8052031993865967,0,0.0,5367.0,641.0
3.9604713916778564,0,0.0,5367.0,641.0
4.108894348144531,0,0.0,5367.0,641.0
4.25432562828064,0,0.0,5367.0,641.0
4.4077489376068115,0,0.0,5367.0,641.0
4.563552618026733,0,0.0,5367.0,641.0
4.711771726608276,0,0.0,5367.0,641.0
4.864315986633301,0,0.0,5367.0,641.0
5.018029451370239,0,0.0,5367.0,641.0
5.16441535949707,0,0.0,5367.0,641.0
5.311100959777832,0,0.0,5367.0,641.0
5.4640278816223145,0,0.0,5367.0,641.0
5.620748519897461,0,0.0,5367.0,641.0
5.76200270652771,0,0.0,5367.0,641.0
5.91441011428833,0,0.0,5367.0,641.0
6.066524267196655,0,0.0,5367.0,641.0
6.222069263458252,0,0.0,5367.0,641.0
6.383798837661743,0,0.0,4041.0,1967.0
6.535314083099365,0,0.87,4041.0,1967.0
6.690091609954834,0,0.87,4041.0,1967.0
6.837936878204346,0,1.0,4041.0,1967.0
6.987462043762207,0,1.0,4041.0,1967.0
7.143866300582886,0,1.0,4041.0,1967.0
7.302908658981323,0,1.0,4039.0,1969.0
7.451416254043579,0,0.99,4033.0,1975.0
7.605851411819458,0,0.98,4033.0,1975.0
7.7532594203948975,0,0.99,4033.0,1975.0
7.903269290924072,0,0.99,4033.0,1975.0
8.064146757125854,0,0.99,4033.0,1975.0
8.215839385986328,0,0.99,4033.0,1975.0
8.376840114593506,0,0.99,4033.0,1975.0
8.56870412826538,0,0.99,4033.0,1975.0
8.741522789001465,0,0.99,4033.0,1975.0
8.915786981582642,0,0.99,4033.0,1975.0
9.062522172927856,0,0.99,4033.0,1975.0
9.222575187683105,0,0.99,4033.0,1975.0
9.37428092956543,0,0.99,4033.0,1975.0
9.53397512435913,0,0.99,4033.0,1975.0
9.713757514953613,0,0.99,4033.0,1975.0
9.865249156951904,0,0.99,4033.0,1975.0
10.055196046829224,0,0.99,4033.0,1975.0
10.202733755111694,0,0.99,4033.0,1975.0
10.364290952682495,0,0.99,4033.0,1975.0
10.550797939300537,0,0.99,4033.0,1975.0
10.74481749534607,0,0.98,4033.0,1975.0
10.956202030181885,0,0.99,4033.0,1975.0
11.131412506103516,0,0.98,4033.0,1975.0
11.279183149337769,0,0.98,4033.0,1975.0
11.428345680236816,0,0.98,4033.0,1975.0
11.584555625915527,0,0.42,4033.0,1975.0
11.732242822647095,0,0.0,4033.0,1975.0
11.882822275161743,0,0.0,4033.0,1975.0
12.03902268409729,0,0.0,4033.0,1975.0
12.188543796539307,0,0.0,4033.0,1975.0
12.343944549560547,0,0.0,4033.0,1975.0
12.499545335769653,0,0.0,4033.0,1975.0
12.647852420806885,0,0.0,4033.0,1975.0
12.811678886413574,0,0.0,4033.0,1975.0
12.965184926986694,0,0.0,4033.0,1975.0
13.113483190536499,0,0.0,4033.0,1975.0
13.265869379043579,0,0.0,4033.0,1975.0
13.41566801071167,0,0.0,4033.0,1975.0
13.56495714187622,0,0.0,4033.0,1975.0
13.716736555099487,0,0.0,4033.0,1975.0
13.858012676239014,0,0.0,4033.0,1975.0
14.010890483856201,0,0.0,4033.0,1975.0
14.16013216972351,0,0.0,4033.0,1975.0
14.30365777015686,0,0.0,4033.0,1975.0
