time, gpu_id, gpu_load, gpu_free_mem, gpu_used_mem
1.337528944015503,0,0.01,5851.0,157.0
1.5000519752502441,0,0.24,4315.0,1693.0
1.647942066192627,0,0.9,4315.0,1693.0
1.8037142753601074,0,0.9,4313.0,1695.0
1.9672179222106934,0,0.98,4305.0,1703.0
2.115760564804077,0,0.98,4305.0,1703.0
2.263063907623291,0,0.99,4305.0,1703.0
2.4242501258850098,0,0.99,4305.0,1703.0
2.5748791694641113,0,0.99,4305.0,1703.0
2.7583863735198975,0,0.99,4305.0,1703.0
2.907769203186035,0,0.99,4305.0,1703.0
3.0735459327697754,0,0.99,4305.0,1703.0
3.2321646213531494,0,0.99,4305.0,1703.0
3.3797168731689453,0,0.99,4305.0,1703.0
3.5293161869049072,0,0.99,4305.0,1703.0
3.6880922317504883,0,0.99,4305.0,1703.0
3.830933094024658,0,0.99,4305.0,1703.0
3.9817938804626465,0,0.99,4305.0,1703.0
4.133428335189819,0,0.99,4305.0,1703.0
4.291130781173706,0,0.98,4305.0,1703.0
4.462964296340942,0,0.99,4305.0,1703.0
4.621838808059692,0,0.99,4305.0,1703.0
4.775731801986694,0,0.99,4305.0,1703.0
4.954595565795898,0,0.99,4305.0,1703.0
5.148289203643799,0,0.99,4305.0,1703.0
5.338714122772217,0,0.99,4305.0,1703.0
5.491567134857178,0,0.98,4305.0,1703.0
5.647944688796997,0,0.31,4305.0,1703.0
5.818097114562988,0,0.31,4305.0,1703.0
5.96433687210083,0,0.0,4305.0,1703.0
6.117313861846924,0,0.0,4305.0,1703.0
6.26891016960144,0,0.0,4305.0,1703.0
6.4158525466918945,0,0.0,4305.0,1703.0
6.5636138916015625,0,0.0,4305.0,1703.0
6.714556455612183,0,0.0,4305.0,1703.0
6.869219779968262,0,0.0,4305.0,1703.0
7.017660140991211,0,0.0,4305.0,1703.0
7.169415235519409,0,0.0,4305.0,1703.0
7.324243545532227,0,0.0,4305.0,1703.0
7.478331565856934,0,0.0,4305.0,1703.0
7.630127191543579,0,0.0,4305.0,1703.0
7.786999464035034,0,0.0,4305.0,1703.0
7.934246063232422,0,0.0,4305.0,1703.0
8.100349187850952,0,0.0,4305.0,1703.0
8.25560998916626,0,0.0,4305.0,1703.0
8.406747579574585,0,0.0,4305.0,1703.0
8.556369066238403,0,0.0,4305.0,1703.0
8.71345067024231,0,0.0,4305.0,1703.0
8.861571788787842,0,0.0,4305.0,1703.0
9.009833812713623,0,0.0,4305.0,1703.0
9.16701364517212,0,0.0,4305.0,1703.0
9.315534353256226,0,0.0,4305.0,1703.0
9.461177825927734,0,0.0,4305.0,1703.0
9.612849473953247,0,0.0,4305.0,1703.0
9.76669979095459,0,0.0,4305.0,1703.0
9.915108680725098,0,0.0,4305.0,1703.0
10.065979719161987,0,0.0,4305.0,1703.0
10.226954221725464,0,0.0,4305.0,1703.0
10.375651597976685,0,0.0,4305.0,1703.0
10.519259691238403,0,0.47,4305.0,1703.0
10.670779466629028,0,0.98,4305.0,1703.0
10.828369379043579,0,0.98,4305.0,1703.0
10.981225490570068,0,0.98,4305.0,1703.0
75.22119522094727,0,0.73,5835.0,173.0
75.40025734901428,0,0.73,6009.0,0.0
